"","X_id","location_name","address","year","year_stage","suspected_non_fatal_overdoses"
"660",660,"St. Felix Centre 25 Augusta Ave Respite ","25 Augusta Ave",2018,"Q1","< 5"
"661",661,"St. Felix Centre 25 Augusta Ave Respite ","25 Augusta Ave",2018,"Q2","12"
"662",662,"St. Felix Centre 25 Augusta Ave Respite ","25 Augusta Ave",2018,"Q3","5"
"663",663,"St. Felix Centre 25 Augusta Ave Respite ","25 Augusta Ave",2018,"Q4","< 5"
"664",664,"St. Felix Centre 25 Augusta Ave Respite ","25 Augusta Ave",2019,"Q1","8"
"665",665,"St. Felix Centre 25 Augusta Ave Respite ","25 Augusta Ave",2019,"Q2","6"
"666",666,"St. Felix Centre 25 Augusta Ave Respite ","25 Augusta Ave",2019,"Q3",""
"667",667,"St. Felix Centre 25 Augusta Ave Respite ","25 Augusta Ave",2019,"Q4","< 5"
"668",668,"St. Felix Centre 25 Augusta Ave Respite ","25 Augusta Ave",2020,"Q1","5"
"669",669,"St. Felix Centre 25 Augusta Ave Respite ","25 Augusta Ave",2020,"Q2",""
"670",670,"St. Felix Centre 25 Augusta Ave Respite ","25 Augusta Ave",2020,"Q3",""
"671",671,"St. Felix Centre 25 Augusta Ave Respite ","25 Augusta Ave",2020,"Q4",""
"672",672,"St. Felix Centre 69 Fraser Ave Respite ","69 Fraser Ave",2019,"Q1","35"
"673",673,"St. Felix Centre 69 Fraser Ave Respite ","69 Fraser Ave",2019,"Q2","51"
"674",674,"St. Felix Centre 69 Fraser Ave Respite ","69 Fraser Ave",2019,"Q3","36"
"675",675,"St. Felix Centre 69 Fraser Ave Respite ","69 Fraser Ave",2019,"Q4","41"
"676",676,"St. Felix Centre 69 Fraser Ave Respite ","69 Fraser Ave",2020,"Q1","34"
"677",677,"St. Felix Centre 69 Fraser Ave Respite ","69 Fraser Ave",2020,"Q2","56"
"678",678,"St. Felix Centre 69 Fraser Ave Respite ","69 Fraser Ave",2020,"Q3","31"
"679",679,"St. Felix Centre 69 Fraser Ave Respite ","69 Fraser Ave",2020,"Q4","50"
"680",680,"St. Felix Centre 69 Fraser Ave Respite ","69 Fraser Ave",2021,"Q1","11"
"681",681,"St. Felix Centre 69 Fraser Ave Respite ","69 Fraser Ave",2021,"Q2","21"
"682",682,"St. Felix Centre 69 Fraser Ave Respite ","69 Fraser Ave",2021,"Q3","34"
"683",683,"St. Simon's","525 Bloor St E",2018,"Q1",""
"684",684,"St. Simon's","525 Bloor St E",2018,"Q2",""
"685",685,"St. Simon's","525 Bloor St E",2018,"Q3","< 5"
"686",686,"St. Simon's","525 Bloor St E",2018,"Q4","0"
"687",687,"St. Simon's","525 Bloor St E",2019,"Q1",""
"688",688,"St. Simon's","525 Bloor St E",2019,"Q2","< 5"
"689",689,"St. Simon's","525 Bloor St E",2019,"Q3","< 5"
"690",690,"St. Simon's","525 Bloor St E",2019,"Q4","< 5"
"691",691,"St. Simon's","525 Bloor St E",2020,"Q1",""
"692",692,"St. Simon's","525 Bloor St E",2020,"Q2","0"
"693",693,"St. Simon's","525 Bloor St E",2020,"Q3",""
"694",694,"St. Simon's","525 Bloor St E",2020,"Q4",""
"695",695,"St. Simon's","525 Bloor St E",2021,"Q1","0"
"696",696,"St. Simon's","525 Bloor St E",2021,"Q2","< 5"
"697",697,"St. Simon's","525 Bloor St E",2021,"Q3","0"
"698",698,"Multiple Adult Agencies Downtown Hotel Program","60 York St",2020,"Q1",""
"699",699,"Multiple Adult Agencies Downtown Hotel Program","60 York St",2020,"Q2","< 5"
"700",700,"Multiple Adult Agencies Downtown Hotel Program","60 York St",2020,"Q3","< 5"
"701",701,"Multiple Adult Agencies Downtown Hotel Program","60 York St",2020,"Q4","< 5"
"702",702,"Multiple Adult Agencies Downtown Hotel Program","60 York St",2021,"Q1","5"
"703",703,"Multiple Adult Agencies Downtown Hotel Program","60 York St",2021,"Q2","< 5"
"704",704,"Multiple Adult Agencies Downtown Hotel Program","60 York St",2021,"Q3","< 5"
"705",705,"Street Haven   ","87 Pembroke St",2018,"Q1","< 5"
"706",706,"Street Haven   ","87 Pembroke St",2018,"Q2",""
"707",707,"Street Haven   ","87 Pembroke St",2018,"Q3","< 5"
"708",708,"Street Haven   ","87 Pembroke St",2018,"Q4",""
"709",709,"Street Haven   ","87 Pembroke St",2020,"Q1","< 5"
"710",710,"Street Haven   ","87 Pembroke St",2020,"Q2",""
"711",711,"Street Haven   ","87 Pembroke St",2020,"Q3",""
"712",712,"Street Haven   ","87 Pembroke St",2020,"Q4","< 5"
"713",713,"Street Haven   ","87 Pembroke St",2021,"Q1","0"
"714",714,"Street Haven   ","87 Pembroke St",2021,"Q2","< 5"
"715",715,"Street Haven   ","87 Pembroke St",2021,"Q3","0"
"716",716,"Youth Agencies Downtown Hotel Program","222 Spadina Ave",2020,"Q1",""
"717",717,"Youth Agencies Downtown Hotel Program","222 Spadina Ave",2020,"Q2",""
"718",718,"Youth Agencies Downtown Hotel Program","222 Spadina Ave",2020,"Q3",""
"719",719,"Youth Agencies Downtown Hotel Program","222 Spadina Ave",2020,"Q4","< 5"
"720",720,"Salvation Army Gateway","107 Jarvis St",2018,"Q1",""
"721",721,"Salvation Army Gateway","107 Jarvis St",2018,"Q2","< 5"
"722",722,"Salvation Army Gateway","107 Jarvis St",2018,"Q3","< 5"
"723",723,"Salvation Army Gateway","107 Jarvis St",2018,"Q4",""
"724",724,"Salvation Army Gateway","107 Jarvis St",2019,"Q1","< 5"
"725",725,"Salvation Army Gateway","107 Jarvis St",2019,"Q2","< 5"
"726",726,"Salvation Army Gateway","107 Jarvis St",2019,"Q3","< 5"
"727",727,"Salvation Army Gateway","107 Jarvis St",2019,"Q4",""
"728",728,"Salvation Army Gateway","107 Jarvis St",2020,"Q1",""
"729",729,"Salvation Army Gateway","107 Jarvis St",2020,"Q2","< 5"
"730",730,"Salvation Army Gateway","107 Jarvis St",2020,"Q3",""
"731",731,"Salvation Army Gateway","107 Jarvis St",2020,"Q4","< 5"
"732",732,"Salvation Army Gateway","107 Jarvis St",2021,"Q1","0"
"733",733,"Salvation Army Gateway","107 Jarvis St",2021,"Q2","0"
"734",734,"Salvation Army Gateway","107 Jarvis St",2021,"Q3","< 5"
"735",735,"Salvation Army Maxwell Meighen Centre","135 Sherbourne St",2018,"Q1","< 5"
"736",736,"Salvation Army Maxwell Meighen Centre","135 Sherbourne St",2018,"Q2","< 5"
"737",737,"Salvation Army Maxwell Meighen Centre","135 Sherbourne St",2018,"Q3","< 5"
"738",738,"Salvation Army Maxwell Meighen Centre","135 Sherbourne St",2018,"Q4","< 5"
"739",739,"Salvation Army Maxwell Meighen Centre","135 Sherbourne St",2019,"Q1","5"
"740",740,"Salvation Army Maxwell Meighen Centre","135 Sherbourne St",2019,"Q2","8"
"741",741,"Salvation Army Maxwell Meighen Centre","135 Sherbourne St",2019,"Q3","< 5"
"742",742,"Salvation Army Maxwell Meighen Centre","135 Sherbourne St",2019,"Q4","< 5"
"743",743,"Salvation Army Maxwell Meighen Centre","135 Sherbourne St",2020,"Q1","8"
"744",744,"Salvation Army Maxwell Meighen Centre","135 Sherbourne St",2020,"Q2","6"
"745",745,"Salvation Army Maxwell Meighen Centre","135 Sherbourne St",2020,"Q3","< 5"
"746",746,"Salvation Army Maxwell Meighen Centre","135 Sherbourne St",2020,"Q4","5"
"747",747,"Salvation Army Maxwell Meighen Centre","135 Sherbourne St",2021,"Q1","6"
"748",748,"Salvation Army Maxwell Meighen Centre","135 Sherbourne St",2021,"Q2","5"
"749",749,"Salvation Army Maxwell Meighen Centre","135 Sherbourne St",2021,"Q3","9"
"750",750,"SA Islington Seniors' Shelter","2671 Islington Ave",2019,"Q1","< 5"
"751",751,"SA Islington Seniors' Shelter","2671 Islington Ave",2019,"Q2",""
"752",752,"SA Islington Seniors' Shelter","2671 Islington Ave",2019,"Q3","< 5"
"753",753,"SA Islington Seniors' Shelter","2671 Islington Ave",2019,"Q4",""
"754",754,"SA Islington Seniors' Shelter","2671 Islington Ave",2020,"Q1",""
"755",755,"SA Islington Seniors' Shelter","2671 Islington Ave",2020,"Q2",""
"756",756,"SA Islington Seniors' Shelter","2671 Islington Ave",2020,"Q3",""
"757",757,"SA Islington Seniors' Shelter","2671 Islington Ave",2020,"Q4","< 5"
"758",758,"SA Islington Seniors' Shelter","2671 Islington Ave",2021,"Q1","0"
"759",759,"SA Islington Seniors' Shelter","2671 Islington Ave",2021,"Q2","0"
"760",760,"SA Islington Seniors' Shelter","2671 Islington Ave",2021,"Q3","< 5"
"761",761,"Salvation Army Evangeline Residence","2808 Dundas St W",2019,"Q1",""
"762",762,"Salvation Army Evangeline Residence","2808 Dundas St W",2019,"Q2",""
"763",763,"Salvation Army Evangeline Residence","2808 Dundas St W",2019,"Q3",""
"764",764,"Salvation Army Evangeline Residence","2808 Dundas St W",2019,"Q4","< 5"
"765",765,"Salvation Army Evangeline Residence","2808 Dundas St W",2021,"Q1","< 5"
"766",766,"Salvation Army Evangeline Residence","2808 Dundas St W",2021,"Q2","0"
"767",767,"Salvation Army Evangeline Residence","2808 Dundas St W",2021,"Q3","< 5"
"768",768,"Salvation Army New Hope Leslieville","29A Leslie St",2018,"Q1","< 5"
"769",769,"YWCA Davenport Shelter","348 Davenport Rd",2020,"Q1","< 5"
"770",770,"Salvation Army New Hope Leslieville","29A Leslie St",2018,"Q2",""
"771",771,"Salvation Army New Hope Leslieville","29A Leslie St",2018,"Q3",""
"772",772,"Salvation Army New Hope Leslieville","29A Leslie St",2018,"Q4",""
"773",773,"Salvation Army New Hope Leslieville","29A Leslie St",2019,"Q1","< 5"
"774",774,"Salvation Army New Hope Leslieville","29A Leslie St",2019,"Q2",""
"775",775,"Salvation Army New Hope Leslieville","29A Leslie St",2019,"Q3",""
"776",776,"Salvation Army New Hope Leslieville","29A Leslie St",2019,"Q4",""
"777",777,"Salvation Army New Hope Leslieville","29A Leslie St",2020,"Q1","< 5"
"778",778,"Salvation Army New Hope Leslieville","29A Leslie St",2020,"Q2",""
"779",779,"Salvation Army New Hope Leslieville","29A Leslie St",2020,"Q3","< 5"
"780",780,"Salvation Army New Hope Leslieville","29A Leslie St",2020,"Q4","< 5"
"781",781,"Salvation Army New Hope Leslieville","29A Leslie St",2021,"Q1","< 5"
"782",782,"Salvation Army New Hope Leslieville","29A Leslie St",2021,"Q2","< 5"
"783",783,"Salvation Army New Hope Leslieville","29A Leslie St",2021,"Q3","0"
"784",784,"Salvation Army Florence Booth House","723 Queen St W",2019,"Q1","< 5"
"785",785,"Salvation Army Florence Booth House","723 Queen St W",2019,"Q2",""
"786",786,"Salvation Army Florence Booth House","723 Queen St W",2019,"Q3",""
"787",787,"Salvation Army Florence Booth House","723 Queen St W",2019,"Q4","< 5"
"788",788,"St. Felix Centre Esplanade Response Program","98 The Esplanade",2020,"Q1",""
"789",789,"St. Felix Centre Esplanade Response Program","98 The Esplanade",2020,"Q2","< 5"
"790",790,"St. Felix Centre Esplanade Response Program","98 The Esplanade",2020,"Q3","< 5"
"791",791,"St. Felix Centre Esplanade Response Program","98 The Esplanade",2020,"Q4","< 5"
"792",792,"Trinity CRC","155 Crawford St",2020,"Q1",""
"793",793,"Trinity CRC","155 Crawford St",2020,"Q2","< 5"
"794",794,"Trinity CRC","155 Crawford St",2020,"Q3",""
"795",795,"Trinity CRC","155 Crawford St",2020,"Q4",""
"796",796,"Trinity CRC","155 Crawford St",2021,"Q1","0"
"797",797,"Trinity CRC","155 Crawford St",2021,"Q2","< 5"
"798",798,"Turning Point Youth Services","95 Wellesley St E",2018,"Q1","< 5"
"799",799,"Turning Point Youth Services","95 Wellesley St E",2018,"Q2","< 5"
"800",800,"Turning Point Youth Services","95 Wellesley St E",2018,"Q3",""
"801",801,"Turning Point Youth Services","95 Wellesley St E",2018,"Q4",""
"802",802,"Turning Point Youth Services","95 Wellesley St E",2019,"Q1","< 5"
"803",803,"Turning Point Youth Services","95 Wellesley St E",2019,"Q2","< 5"
"804",804,"Turning Point Youth Services","95 Wellesley St E",2019,"Q3",""
"805",805,"Turning Point Youth Services","95 Wellesley St E",2019,"Q4","< 5"
"806",806,"Turning Point Youth Services","95 Wellesley St E",2020,"Q1","< 5"
"807",807,"Turning Point Youth Services","95 Wellesley St E",2020,"Q2",""
"808",808,"Turning Point Youth Services","95 Wellesley St E",2020,"Q3",""
"809",809,"Turning Point Youth Services","95 Wellesley St E",2020,"Q4",""
"810",810,"Turning Point Youth Services","95 Wellesley St E",2021,"Q1","0"
"811",811,"Turning Point Youth Services","95 Wellesley St E",2021,"Q2","< 5"
"812",812,"Turning Point Youth Services","95 Wellesley St E",2021,"Q3","< 5"
"813",813,"Warden Hilltop CC","25 Mendelssohn St",2020,"Q1",""
"814",814,"Warden Hilltop CC","25 Mendelssohn St",2020,"Q2","< 5"
"815",815,"Warden Hilltop CC","25 Mendelssohn St",2020,"Q3",""
"816",816,"Warden Hilltop CC","25 Mendelssohn St",2020,"Q4",""
"817",817,"Warden Woods 705 Progress Ave Respite ","705 Progress Ave",2018,"Q1",""
"818",818,"Warden Woods 705 Progress Ave Respite ","705 Progress Ave",2018,"Q2","< 5"
"819",819,"Warden Woods 705 Progress Ave Respite ","705 Progress Ave",2018,"Q3",""
"820",820,"Warden Woods 705 Progress Ave Respite ","705 Progress Ave",2018,"Q4","< 5"
"821",821,"Warden Woods 705 Progress Ave Respite ","705 Progress Ave",2020,"Q1",""
"822",822,"Warden Woods 705 Progress Ave Respite ","705 Progress Ave",2020,"Q2","< 5"
"823",823,"Warden Woods 705 Progress Ave Respite ","705 Progress Ave",2020,"Q3",""
"824",824,"Warden Woods 705 Progress Ave Respite ","705 Progress Ave",2020,"Q4",""
"825",825,"Warden Woods 705 Progress Ave Respite ","705 Progress Ave",2021,"Q1","0"
"826",826,"Warden Woods 705 Progress Ave Respite ","705 Progress Ave",2021,"Q2","< 5"
"827",827,"Warden Woods 705 Progress Ave Respite ","705 Progress Ave",2021,"Q3","< 5"
"828",828,"Red Door Family Shelter","189B Booth Ave",2021,"Q1","< 5"
"829",829,"Red Door Family Shelter","189B Booth Ave",2021,"Q2","0"
"830",830,"Red Door Family Shelter","189B Booth Ave",2021,"Q3","0"
"831",831,"YMCA Sprott House ","21 Walmer Rd",2019,"Q1",""
"832",832,"YMCA Sprott House ","21 Walmer Rd",2019,"Q2","< 5"
"833",833,"YMCA Sprott House ","21 Walmer Rd",2019,"Q3",""
"834",834,"YMCA Sprott House ","21 Walmer Rd",2019,"Q4",""
"835",835,"YWCA Davenport Shelter","348 Davenport Rd",2018,"Q1","< 5"
"836",836,"YWCA Davenport Shelter","348 Davenport Rd",2018,"Q2","< 5"
"837",837,"YWCA Davenport Shelter","348 Davenport Rd",2018,"Q3",""
"838",838,"YWCA Davenport Shelter","348 Davenport Rd",2018,"Q4",""
"839",839,"YWCA Davenport Shelter","348 Davenport Rd",2019,"Q1","< 5"
"840",840,"YWCA Davenport Shelter","348 Davenport Rd",2019,"Q2","< 5"
"841",841,"YWCA Davenport Shelter","348 Davenport Rd",2019,"Q3",""
"842",842,"YWCA Davenport Shelter","348 Davenport Rd",2019,"Q4",""
"843",843,"YWCA Davenport Shelter","348 Davenport Rd",2020,"Q2","< 5"
"844",844,"YWCA Davenport Shelter","348 Davenport Rd",2020,"Q3",""
"845",845,"YWCA Davenport Shelter","348 Davenport Rd",2020,"Q4",""
"846",846,"YMCA House","7 Vanauley St",2020,"Q1",""
"847",847,"YMCA House","7 Vanauley St",2020,"Q2",""
"848",848,"YMCA House","7 Vanauley St",2020,"Q3","< 5"
"849",849,"YMCA House","7 Vanauley St",2020,"Q4","< 5"
"850",850,"YMCA House","7 Vanauley St",2021,"Q1","< 5"
"851",851,"Vanauley Street YMCA Emergency Shelter","7 Vanauley St",2021,"Q2","0"
"852",852,"Vanauley Street YMCA Emergency Shelter","7 Vanauley St",2021,"Q3","0"
"853",853,"SVDP Mary's Home","70 Gerrard St E",2021,"Q1","< 5"
"854",854,"SVDP Mary's Home","70 Gerrard St E",2021,"Q2","0"
"855",855,"SVDP Mary's Home","70 Gerrard St E",2021,"Q3","0"
"856",856,"SVDP Elisa House","60 Newcastle St",2021,"Q1",""
"857",857,"SVDP Elisa House","60 Newcastle St",2021,"Q2",""
"858",858,"SVDP Elisa House","60 Newcastle St",2021,"Q3","< 5"
"859",859,"YWCA - First Stop Woodlawn","80 Woodlawn Ave E",2018,"Q1","< 5"
"860",860,"YWCA - First Stop Woodlawn","80 Woodlawn Ave E",2018,"Q2",""
"861",861,"YWCA - First Stop Woodlawn","80 Woodlawn Ave E",2018,"Q3",""
"862",862,"YWCA - First Stop Woodlawn","80 Woodlawn Ave E",2018,"Q4",""
"863",863,"YWCA - First Stop Woodlawn","80 Woodlawn Ave E",2020,"Q1",""
"864",864,"YWCA - First Stop Woodlawn","80 Woodlawn Ave E",2020,"Q2",""
"865",865,"YWCA - First Stop Woodlawn","80 Woodlawn Ave E",2020,"Q3","0"
"866",866,"YWCA - First Stop Woodlawn","80 Woodlawn Ave E",2020,"Q4",""
"867",867,"YWCA 1st Stop Woodlawn ","80 Woodlawn Ave E",2021,"Q1","< 5"
"868",868,"YWCA 1st Stop Woodlawn ","80 Woodlawn Ave E",2021,"Q2","0"
"869",869,"YWCA 1st Stop Woodlawn ","80 Woodlawn Ave E",2021,"Q3","0"
"870",870,"Youth Without Shelter","6 Warrendale Crt",2018,"Q1",""
"871",871,"Youth Without Shelter","6 Warrendale Crt",2018,"Q2",""
"872",872,"Youth Without Shelter","6 Warrendale Crt",2018,"Q3","< 5"
"873",873,"Youth Without Shelter","6 Warrendale Crt",2018,"Q4",""
"874",874,"Youth Without Shelter","6 Warrendale Crt",2021,"Q1","0"
"875",875,"Youth Without Shelter","6 Warrendale Crt",2021,"Q2","< 5"
"876",876,"Youth Without Shelter","6 Warrendale Crt",2021,"Q3","0"
"877",877,"YouthLink ","747 Warden Ave",2020,"Q1",""
"878",878,"YouthLink ","747 Warden Ave",2020,"Q2",""
"879",879,"YouthLink ","747 Warden Ave",2020,"Q3","< 5"
"880",880,"YouthLink ","747 Warden Ave",2020,"Q4","< 5"
